munid,municipality_name,tier,portal_type,council_listing_url,minutes_listing_url,agenda_listing_url,example_recent_minutes_url,example_recent_minutes_date,example_upcoming_agenda_url,example_upcoming_agenda_date,minutes_format,agenda_format,notes,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
GREATER MADAWASKA TP,Greater Madawaska,Lower,civicweb,https://greatermadawaska.civicweb.net/Portal/,https://greatermadawaska.civicweb.net/Portal/Welcome.aspx,https://greatermadawaska.civicweb.net/Portal/,https://www.greatermadawaska.com/en/township-office/resources/Mayor-and-Council/Delegation-Information-Sheet-and-Request-Form.pdf,2026-05-28,https://greatermadawaska.civicweb.net/Portal/MeetingInformation.aspx?Id=1021,2025-12-10,PDF,HTML,CivicWeb. Health & Wellness Hub town halls in Dec 2025. Black Donald Pit expansion.,,,,,,,
GREATER NAPANEE T,Greater Napanee,Lower,civicweb,https://greaternapanee.civicweb.net/Portal/,https://greaternapanee.civicweb.net/Portal/,https://greaternapanee.civicweb.net/Portal/,https://greaternapanee.civicweb.net/document/229941,2025-12-02,https://greaternapanee.civicweb.net/Portal/MeetingInformation.aspx?Id=2450,2025-12-09,PDF,HTML,CivicWeb. Special Meeting Dec 2 for CarbonFree Technology deputations. Council Highlights pub.,,,,,,,
GREATER SUDBURY C,Greater Sudbury,Single,escribe,https://pub-greatersudbury.escribemeetings.com/,https://pub-greatersudbury.escribemeetings.com/,https://pub-greatersudbury.escribemeetings.com/,https://pub-greatersudbury.escribemeetings.com/FileStream.ashx?DocumentId=60614,2026-06-01,https://pub-greatersudbury.escribemeetings.com/Meeting.aspx?Id=f610b850-d96a-4339-9947-562d78044965,2025-12-09,HTML,HTML,eScribe (Bilingual). Meetings moved to Lionel E. Lalonde Centre. 2026 Interim Tax Levy By-law.,,,,,,,
GREENSTONE M,Greenstone,Lower,civicweb,https://greenstone.civicweb.net/Portal/,https://greenstone.civicweb.net/Portal/Welcome.aspx,https://greenstone.civicweb.net/Portal/,https://greenstone.civicweb.net/document/44644/By-Law%2020-09%20Appoint%20LAS%20Closed%20Meeting%20Investigator.pdf,2026-05-28,https://greenstone.civicweb.net/Portal/MeetingInformation.aspx?Id=901,2025-12-16,PDF,HTML,"CivicWeb. Ended Specialized Transit effective Jan 1, 2026. $749k grant for Community Centre.",,,,,,,
GREY HIGHLANDS M,Grey Highlands,Lower,civicweb,https://greyhighlands.civicweb.net/Portal/,https://www.greyhighlands.ca/your-government/council-and-committees/agendas-and-minutes/,https://greyhighlands.civicweb.net/Portal/,https://greyhighlands.civicweb.net/filepro/document/388562/Consolidated By-law No. 2024-097 - Procedure By-law - Pdf.pdf,2026-05-28,https://greyhighlands.civicweb.net/Portal/MeetingInformation.aspx?Id=1455,2025-12-17,PDF,HTML,CivicWeb. Building Fees Review public meeting Dec 3. 2026 meeting schedule adopted.,,,,,,,
GRIMSBY T,Grimsby,Lower,escribe,https://pub-grimsby.escribemeetings.com/,https://pub-grimsby.escribemeetings.com/,https://pub-grimsby.escribemeetings.com/,https://pub-grimsby.escribemeetings.com/,2025-12-01,https://pub-grimsby.escribemeetings.com/Meeting.aspx?Id=3e587cba-e2f0-41b4-b846-256091870566,2025-12-15,HTML,HTML,eScribe. Fire Services Review. Donations to McNally House Hospice. Heritage Advisory active.,,,,,,,
GUELPH C,Guelph,Single,escribe,https://pub-guelph.escribemeetings.com/,https://pub-guelph.escribemeetings.com/,https://pub-guelph.escribemeetings.com/,https://pub-guelph.escribemeetings.com/,2025-11-26,https://pub-guelph.escribemeetings.com/Meeting.aspx?Id=44be208c-b27d-4319-ad8f-673e3dcc3c8c,2025-12-09,HTML,HTML,eScribe. Affordable Housing CIP Amendment Dec 9. Strong Mayor Directive on bike lane plowing.,,,,,,,
GUELPH/ERAMOSA TP,Guelph/Eramosa,Lower,custom_html_pdf,https://www.get.on.ca/township-services/committee/mayor-and-council,https://www.get.on.ca/township-services/council/agendas-and-minutes,https://www.get.on.ca/township-services/committee/committee-of-the-whole/meetings,https://www.get.on.ca/township-services/council/agendas-and-minutes,2025-11-17,https://www.get.on.ca/township-services/committee/committee-of-the-whole/agendas/2025-12-08-cancelled,2025-12-08,PDF,PDF,Custom site links to PDFs. Dec 8 Committee of Whole cancelled. 2.71% tax increase approved.,,,,,,,
HALDIMAND COUNTY,Haldimand County,Single,escribe,https://pub-haldimandcounty.escribemeetings.com/,https://pub-haldimandcounty.escribemeetings.com/,https://pub-haldimandcounty.escribemeetings.com/,https://pub-haldimandcounty.escribemeetings.com/,2025-12-04,https://pub-haldimandcounty.escribemeetings.com/Meeting.aspx?Id=f4c3c149-0cb2-43f6-ab20-378223e7ce4b,2026-01-13,HTML,HTML,eScribe. 2026 Rate-Supported Budget passed Dec 4 (Strong Mayor). Nanticoke MZO referendum rejected.,,,,,,,
HALTON HILLS T,Halton Hills,Lower,escribe,https://pub-haltonhills.escribemeetings.com/,https://www.haltonhills.ca/en/your-government/council-and-committees.aspx,https://pub-haltonhills.escribemeetings.com/,https://haltonhills.ic12.esolg.ca/en/resourcesGeneral/Documents/PDF-Forms/WitnessStatementForm.pdf,2026-05-28,https://pub-haltonhills.escribemeetings.com/Meeting.aspx?Id=cc5f336c-e7b9-4d72-9db3-906aea193bcc,2025-12-08,HTML,HTML,eScribe. Special Meeting Dec 2 on Budget Amendments. Regional Heritage Services downloading discussed.,,,,,,,
HAMILTON C,Hamilton,Single,escribe,https://pub-hamilton.escribemeetings.com/,https://pub-milton.escribemeetings.com/,https://pub-hamilton.escribemeetings.com/,https://pub-milton.escribemeetings.com/,2025-12-03,https://pub-hamilton.escribemeetings.com/Meeting.aspx?Id=99241fd4-b88f-4db5-8946-a3d922de2e9d,2025-12-10,HTML,HTML,eScribe. Dec 10 Council: 2026 Water/Wastewater Fees By-law. Closed session minutes GIC Dec 3.,,,,,,,
HAMILTON TP,Hamilton,Lower,civicweb,https://hamiltontownship.civicweb.net/Portal/,https://hamilton.civicweb.net/Portal/,https://hamiltontownship.civicweb.net/Portal/,https://hamilton.civicweb.net/Portal/,2025-11-18,https://hamiltontownship.civicweb.net/Portal/MeetingInformation.aspx?Id=1455,2025-12-09,PDF,HTML,CivicWeb. Special Meeting Dec 9 (CUPE Negotiations). New CAO appointed Dec 16.,,,,,,,
HANOVER T,Hanover,Lower,escribe,https://pub-hanover.escribemeetings.com/,https://pub-hanover.escribemeetings.com/,https://pub-hanover.escribemeetings.com/,https://pub-hanover.escribemeetings.com:443/FileStream.ashx?DocumentId=6631,2026-05-28,https://www.hanover.ca/council-government/council-meeting-14,2025-12-15,HTML,HTML,eScribe. Dec 15 meeting includes Budget Amendments. Restructuring discussions with West Grey.,,,,,,,
HARLEY TP,Harley,Lower,custom_html_pdf,http://harley.ca/council-meetings/,http://harley.ca/council-meetings/,http://harley.ca/council-meetings/,https://harley.ca/wp-content/uploads/2024/01/December-12-2023.pdf,2026-04-23,https://harley.ca/wp-content/uploads/2025/02/January-14-2025.pdf,2025-01-14,PDF,PDF,WordPress. PDF uploads manual. Resolutions on OPP billing increases (22.5%).,,,,,,,
HARRIS TP,Harris,Lower,custom_html_pdf,https://harristownship.weebly.com/,https://haliburton.civicweb.net/portal/,https://harristownship.weebly.com/,https://haliburton.civicweb.net/filepro/document/399376/BYLAW%204006%20Procedural%20Bylaw.pdf,2026-05-28,https://harristownship.weebly.com/uploads/1/2/3/4/12345678/agenda_jan_13_2026.pdf,2026-01-13,PDF,PDF,Weebly. Dec 2025 Planning meeting cancelled. Short-Term Rental Ordinance adopted.,,,,,,,
HASTINGS HIGHLANDS M,Hastings Highlands,Lower,civicweb,https://hastingshighlands.civicweb.net/Portal/,https://stclair.civicweb.net/Portal/,https://hastingshighlands.civicweb.net/Portal/,https://stclair.civicweb.net/Portal/,2025-11-19,https://hastingshighlands.civicweb.net/Portal/MeetingInformation.aspx?Id=2452,2025-12-17,PDF,HTML,CivicWeb. Dec 17 Regular Council. Unopened Road Allowance Policy By-law passed.,,,,,,,
HAVELOCK BELMONT METHUEN TP,HAVELOCK BELMONT METHUEN,Lower,custom_html_pdf,,https://www.hbmtwp.ca/en/municipal-government/agendas-and-minutes.aspx,,https://www.hbmtwp.ca/media/id3jvbyv/privacy-policy-township-of-hbm.pdf,2026-05-28,,2025-12-02,PDF,PDF,"Calendar integration; video links embedded [cite: 17, 21, 26]",,,,,,,
HAWKESBURY T,HAWKESBURY,Lower,custom_html_pdf,https://hawkesbury.ca/en/town-hall/the-municipal-council/council-minutes,https://pub-hawkesbury.escribemeetings.com/,https://hawkesbury.ca/en/town-hall/the-municipal-council/council-minutes,https://pub-hawkesbury.escribemeetings.com/FileStream.ashx?DocumentId=669,2026-05-28,https://hawkesbury.ca/en/town-hall/the-municipal-council/council-minutes,2025-12-10,HTML,HTML,"Manual index; bilingual portal [cite: 38, 48]",,,,,,,
HEAD CLARA AND MARIA TP,HEAD CLARA AND MARIA,Lower,custom_html_pdf,,https://www.headclaramaria.ca/council-and-staff/meetings-minutes/,,https://townshipsofheadclaramaria.ca/userfiles/file/Committee%20of%20the%20Whole%20Terms%20of%20Reference%20-%20Final.pdf,2026-05-28,,2025-12-11,PDF,PDF,"Static PDF directory; inconsistent naming [cite: 56, 67]",,,,,,,
HEARST T,HEARST,Lower,civicweb,https://hearst.civicweb.net,http://www.hearst.ca/en/town-hall/municipal-council/,https://hearst.civicweb.net,http://www.hearst.ca/wp-content/uploads/2025/12/By-law-79-2025.pdf,2026-05-28,,2025-12-16,PDF,HTML,"JS required (CivicWeb); video integration [cite: 76, 79, 84]",,,,,,,
HIGHLANDS EAST M,HIGHLANDS EAST,Lower,civicweb,https://highlandseast.civicweb.net,https://stclair.civicweb.net/Portal/,https://highlandseast.civicweb.net,https://stclair.civicweb.net/Portal/,2025-11-18,,2025-12-09,PDF,HTML,"JS required (CivicWeb FilePro); hybrid meetings [cite: 94, 97, 100]",,,,,,,
HILLIARD TP,HILLIARD,Lower,custom_html_pdf,https://townshipofhilliard.ca,https://townshipofhilliard.ca/municipal-government/agendas-and-minutes/,https://townshipofhilliard.ca,https://townshipofhilliard.ca/wp-content/uploads/2026/05/agenda-2026-05-20.pdf,2026-05-28,,2025-12-17,PDF,PDF,"WordPress site; manual PDF uploads [cite: 110, 116]",,,,,,,
HILTON BEACH V,HILTON BEACH,Lower,custom_html_pdf,https://hiltonbeach.com,https://hiltonbeach.com/documents/agenda-march-11-2026-council-meeting/,https://hiltonbeach.com,https://hiltonbeach.com/wp-content/uploads/sites/3/2026/03/Agenda-March-11-2026.pdf,2026-05-28,,2025-12-10,PDF,PDF,"Agendas and Minutes in separate libraries [cite: 125, 131]",,,,,,,
HILTON TP,HILTON,Lower,custom_html_pdf,https://hiltontownship.ca,https://www.hiltontownship.ca/agenda-archive/,https://hiltontownship.ca,https://www.hiltontownship.ca/wp-content/uploads/2025/12/December-10-2025-Agenda-Package.pdf,2026-05-28,,2025-12-02,PDF,PDF,"Minutes posted only after approval [cite: 140, 142, 144]",,,,,,,
HORNEPAYNE TP,HORNEPAYNE,Lower,civicweb,https://townshipofhornepayne.civicweb.net,https://www.hornepayne.ca/our-government/council/council-meetings/,https://townshipofhornepayne.civicweb.net,https://www.hornepayne.ca/media/e4nkcdyl/hornepayne-3rd-avenue-reconstruction-road-closure-2026-third-avenue.pdf,2026-05-28,,2025-11-12,PDF,HTML,"JS required (CivicWeb); subscribe feature [cite: 153, 156, 158]",,,,,,,
HORTON TP,HORTON,Lower,custom_html_pdf,https://hortontownship.ca,https://www.sdgcounties.ca/node/9771,https://hortontownship.ca,https://www.sdgcounties.ca/sites/default/files/2026-04/5-Minute%20Gazette%20-%20April%2020%20%281%29.pdf,2026-05-28,,,PDF,PDF,"Manual PDF lists; no search [cite: 167, 172]",,,,,,,
HOWICK TP,HOWICK,Lower,other_unknown,,https://www.howick.ca/agendas-minutes,,https://howick.nyc3.cdn.digitaloceanspaces.com/Agendas-Minutes/April-21-2026-Council-Agenda-Package-Compressed_2026-04-21-181945_jfpk.pdf,2026-05-28,,2025-12-09,PDF,HTML,"Calendar-based (eSolutions style); filter by type [cite: 181, 185]",,,,,,,
]HUDSON TP,HUDSON,Lower,custom_html_pdf,,https://hudson.granicus.com/ViewPublisher.php?view_id=2,,https://www.microsoft.com/silverlight/downloads.aspx,2026-05-28,,2025-12-03,PDF,PDF,"Organized by year; not searchable [cite: 192, 196]",,,,,,,
HUNTSVILLE T,HUNTSVILLE,Lower,escribe,,https://huntsvilleon.civicweb.net/filepro/documents/64060/?preview=78128,,https://huntsvilleon.civicweb.net/filepro/document/78127/Regular Council - 13 Dec 2023 - Agenda - Pdf.pdf,2026-05-28,,2025-12-10,HTML,HTML,"eSCRIBE portal; [cite_start]YouTube integration [cite: 205, 206]",,,,,,,
]HURON EAST M,HURON EAST,Lower,other_unknown,,https://www.huroneast.com/your-government/agendas-and-minutes/,,https://www.huroneast.com/media/fhzblnt1/2026-council-calendar.pdf,2026-05-28,,2025-12-09,PDF,HTML,"Calendar-centric portal [cite: 216, 220]",,,,,,,
HURON KINLOSS TP,HURON KINLOSS,Lower,escribe,https://pub-huronkinloss.escribemeetings.com,https://pub-huronkinloss.escribemeetings.com/Meeting.aspx?Id=0c0411a9-cd69-4533-bf09-be9109358832&Agenda=Agenda&lang=English,https://pub-huronkinloss.escribemeetings.com,https://www.mpac.ca/sites/default/files/docs/pdf/2024-PerformanceReport.pdf,2026-05-28,,2025-12-01,PDF,HTML,"JS required (eSCRIBE); granular filtering [cite: 226, 230]",,,,,,,
HURON SHORES M,HURON SHORES,Lower,escribe,,https://huronshores.ca/your-government/council/minutes/,,https://huronshores.ca/wp-content/uploads/2024/05/24-12-Recreation-Vehicle-License-Application-Schedule-B-Fillable.pdf,2026-05-28,,2025-12-10,PDF,HTML,"eSCRIBE portal [cite: 236, 241]",,,,,,,
IGNACE TP,IGNACE,Lower,custom_html_pdf,,https://ignace.civicweb.net/Portal/,,https://ignace.civicweb.net/Portal/,2025-11-17,,,PDF,PDF,"Custom web; heavy focus on CEC documents [cite: 246, 251]",,,,,,,
INGERSOLL T,INGERSOLL,Lower,civicweb,https://ingersoll.civicweb.net,https://ingersoll.civicweb.net/Portal/,https://ingersoll.civicweb.net,https://ingersoll.civicweb.net/Portal/,2025-11-10,,2025-12-08,PDF,HTML,"Hybrid usage (CivicWeb/eSCRIBE links exist) [cite: 260, 262]",,,,,,,
INNISFIL T,INNISFIL,Lower,civicweb,,https://innisfil.civicweb.net/Portal/MeetingTypeList.aspx,,https://innisfil.ca/en/building-and-development/resources/Fence-By-law-052-05-as-amended.pdf,2026-05-28,,2025-12-11,PDF,HTML,"JS required; tracking Mayoral Decisions [cite: 271, 275]",,,,,,,
IROQUOIS FALLS T,IROQUOIS FALLS,Lower,civicweb,,https://iroquoisfalls.civicweb.net/filepro/documents/9747/,,"https://iroquoisfalls.civicweb.net/filepro/document/9749/4. Minutes - Regular Meeting - August 29, 2022.pdf",2026-05-28,,2025-12-15,PDF,HTML,"JS required (CivicWeb) [cite: 280, 282]",,,,,,,
JAMES TP,JAMES,Lower,custom_html_pdf,,https://elklake.ca/2024-meetings,,https://elklake.ca/vertical/sites/%7B698232A1-8BB9-4776-8A5C-60DC366E3EE9%7D/uploads/Dec11-24_Agenda.pdf,2026-05-28,,2025-12-10,PDF,PDF,"Basic PDF list [cite: 289, 291]",,,,,,,
JOCELYN TP,JOCELYN,Lower,custom_html_pdf,,https://jocelyn.ca/township-office/council-minutes/,,https://jocelyn.ca/wp-content/uploads/2025/12/October-8-2025-Meeting-Minutes.pdf,2026-05-28,,2025-12-03,PDF,PDF,"PDF repository [cite: 298, 300]",,,,,,,
JOHNSON TP,JOHNSON,Lower,custom_html_pdf,,https://www.johnsontownship.ca/meetings/,,https://johnsontownship.ca/johnsontownship/wp-content/uploads/formidable/9/2026-01-21-minutes.pdf,2026-05-28,,2025-12-17,CSV,PDF,"Offers CSV download of meeting data [cite: 307, 309]",,,,,,,
JOLY TP,JOLY,Lower,other_unknown,,https://townshipofjoly.com/en/minutes/meeting-agendas-minutes,,https://townshipofjoly.com/uploads/Agenda%20-  Almaguin Highlands OPP Detachment Board September 10 2025.pdf,2026-05-28,,2025-12-09,HTML,HTML,"Uses AllNetMeetings platform [cite: 315, 317]",,,,,,,
KAPUSKASING T,KAPUSKASING,Lower,civicweb,,https://kapuskasing.civicweb.net/Portal/,,https://kapuskasing.civicweb.net/Portal/,2025-11-xx,,2025-12-19,PDF,HTML,"JS required (CivicWeb); [cite_start]Strong Mayor tracking [cite: 323, 325]",,,,,,,
KAWARTHA LAKES C,KAWARTHA LAKES,Single,escribe,https://pub-kawarthalakes.escribemeetings.com/,https://pub-kawarthalakes.escribemeetings.com/,https://pub-kawarthalakes.escribemeetings.com/,https://pub-kawarthalakes.escribemeetings.com/FileStream.ashx?DocumentId=90730,2026-05-28,,,PDF,HTML,Active Escribe portal,,,,,,,
KEARNEY TP,KEARNEY,Lower,civikit,https://townofkearney.ca/council/agendas-minutes/,https://townofkearney.ca/council/council-meetings/,https://townofkearney.ca/council/agendas-minutes/,https://www.townofkearney.ca/sites/6/files/2024-04/Application%20to%20Purchase%20Shore%20Road%20Allowance.pdf,2026-05-28,,,PDF,PDF,Manual PDF uploads (WordPress/CiviKit),,,,,,,
KENORA C,KENORA,Single,escribe,https://pub-kenora.escribemeetings.com/,https://pub-kenora.escribemeetings.com/?FillWidth=1,https://pub-kenora.escribemeetings.com/,https://pub-kenora.escribemeetings.com/FileStream.ashx?DocumentId=4133,2026-05-28,https://pub-kenora.escribemeetings.com/FileStream.ashx?DocumentId=40500,2025-12-17,PDF,HTML,Active Escribe portal,,,,,,,
KERNS TP,KERNS,Lower,custom_html_pdf,https://kerns.ca/agendas/,https://kerns.ca/council-minutes/,https://kerns.ca/agendas/,https://kerns.ca/council-minutes/,2025-11-05,https://kerns.ca/wp-content/uploads/2025/12/Agenda-Dec-03.pdf,2025-12-03,PDF,PDF,Basic WordPress list,,,,,,,
KILLALOE HAGARTY AND RICHARDS TP,KILLALOE HAGARTY AND RICHARDS,Lower,custom_html_pdf,https://www.killaloe-hagarty-richards.ca/township-council/meeting-minutes,https://www.killaloe-hagarty-richards.ca/township-council/meeting-minutes,https://www.killaloe-hagarty-richards.ca/township-council/meeting-minutes,https://www.killaloe-hagarty-richards.ca/sites/25/files/2026-05/May%205%202026%20Regular%20Meeting%20Minutes.pdf,2026-05-28,,,PDF,PDF,Manual PDF repository,,,,,,,
KILLARNEY M,KILLARNEY,Lower,custom_html_pdf,http://www.municipalityofkillarney.ca/municipal-services/municipal-council/meeting-agendas-minutes,https://www.killarney.ca/p/meeting-minutes,http://www.municipalityofkillarney.ca/municipal-services/municipal-council/meeting-agendas-minutes,https://www.killarney.ca/p/meeting-minutes#downloadOurApp,2026-05-28,http://www.municipalityofkillarney.ca/documents/agendas/2025-12-11-Agenda.pdf,2025-12-11,PDF,PDF,Manual PDF uploads,,,,,,,
KINCARDINE M,KINCARDINE,Lower,escribe,https://pub-kincardine.escribemeetings.com/,https://www.kincardine.ca/our-services/council-and-meetings/,https://pub-kincardine.escribemeetings.com/,https://www.kincardine.ca/11162809_Kincardine/en/municipal-office/resources/2023-03-07-Council-Declaration-of-Interest.pdf,2026-05-28,,,PDF,HTML,Active Escribe portal,,,,,,,
KING TP,KING,Lower,escribe,https://pub-king.escribemeetings.com/,https://www.king.ca/meetings,https://pub-king.escribemeetings.com/,https://www.king.ca/sites/default/files/2025-11/2026%20Schedule%20of%20Council%20and%20Public%20Planning%20Meetings.pdf,2026-05-28,https://pub-king.escribemeetings.com/FileStream.ashx?DocumentId=30012,2025-12-16,PDF,HTML,Active Escribe portal,,,,,,,
KINGSTON C,KINGSTON,Single,escribe,https://pub-cityofkingston.escribemeetings.com/,https://stclair.civicweb.net/Portal/,https://pub-cityofkingston.escribemeetings.com/,https://stclair.civicweb.net/Portal/,2025-11-19,https://pub-cityofkingston.escribemeetings.com/FileStream.ashx?DocumentId=44255,2025-12-17,PDF,HTML,Active Escribe portal; Heavy video integration,,,,,,,
KINGSVILLE TP,KINGSVILLE,Lower,escribe,https://kingsville-pub.escribemeetings.com/,https://kingsville-pub.escribemeetings.com/Meeting.aspx?Id=d3d935ad-42e8-4d1a-9767-db83427a125a&Agenda=Agenda&lang=English,https://kingsville-pub.escribemeetings.com/,https://kingsville-pub.escribemeetings.com/FileStream.ashx?DocumentId=36870,2026-05-28,https://kingsville-pub.escribemeetings.com/FileStream.ashx?DocumentId=21201,2025-12-09,PDF,HTML,Active Escribe portal,,,,,,,
KIRKLAND LAKE TP,KIRKLAND LAKE,Lower,civicweb,https://kirklandlake.civicweb.net/Portal/,https://www.ville.kirkland.qc.ca/municipal-profile/municipal-council/council-meetings,https://kirklandlake.civicweb.net/Portal/,https://www.ville.kirkland.qc.ca/client_file/upload/ODJ%20et%20PV%202026/ODJ2026-05-04.pdf,2026-05-28,https://kirklandlake.civicweb.net/document/62501,2025-12-17,PDF,PDF,Active CivicWeb portal,,,,,,,
KITCHENER C,KITCHENER,Lower,escribe,https://pub-kitchener.escribemeetings.com/,https://pub-kitchener.escribemeetings.com/,https://pub-kitchener.escribemeetings.com/,https://pub-kitchener.escribemeetings.com/FileStream.ashx?DocumentId=36035,2026-05-28,https://pub-kitchener.escribemeetings.com/FileStream.ashx?DocumentId=51350,2025-12-16,PDF,HTML,Active Escribe portal,,,,,,,
LA VALLEE TP,LA VALLEE,Lower,custom_html_pdf,https://lavallee.ca/council-minutes/,https://lavallee.ca/council-agenda/,https://lavallee.ca/council-minutes/,https://lavallee.ca/wp-content/uploads/2026/05/Agenda-May-13-2026.pdf,2026-05-28,,,PDF,PDF,Manual PDF uploads,,,,,,,
LAIRD TP,LAIRD,Lower,custom_html_pdf,https://lairdtownship.ca/council-minutes/,https://lairdtownship.ca/council/minutes/,https://lairdtownship.ca/council-minutes/,https://lairdtownship.ca/wp-content/uploads/2026/05/05-May-21-2026-Regular-Agenda-57.pdf,2026-05-28,https://lairdtownship.ca/wp-content/uploads/2025/12/Agenda-Dec-19.pdf,2025-12-19,PDF,PDF,Manual WordPress table,,,,,,,
LAKE OF BAYS TP,LAKE OF BAYS,Lower,custom_html_pdf,https://www.lakeofbays.on.ca/en/municipal-services/agendas-minutes-and-meetings.aspx,https://lakeofbays.civicweb.net/document/108886/,https://www.lakeofbays.on.ca/en/municipal-services/agendas-minutes-and-meetings.aspx,https://lakeofbays.civicweb.net/FileStorage/3F43A62274C14A4895FDD5DBF286313B-2025-11-11%20Ombudsmans%20Closed%20Session%20Report.pdf,2026-05-28,,,PDF,PDF,Uses eSolutionsGroup calendar,,,,,,,
LAKE OF THE WOODS TP,LAKE OF THE WOODS,Lower,custom_html_pdf,https://www.lakeofthewoods.ca/administration/minutes/,https://www.lakeofthewoods.ca/administration/minutes/,https://www.lakeofthewoods.ca/administration/minutes/,https://www.lakeofthewoods.ca/wp-content/uploads/2012/10/LOW-council-minute-December-2-2014.pdf,2026-05-28,,,PDF,PDF,Manual PDF list,,,,,,,
LAKESHORE M,LAKESHORE,Lower,escribe,https://pub-lakeshore.escribemeetings.com/,https://pub-lakeshore.escribemeetings.com/,https://pub-lakeshore.escribemeetings.com/,https://pub-lakeshore.escribemeetings.com/,2025-11-19,https://pub-lakeshore.escribemeetings.com/FileStream.ashx?DocumentId=29100,2025-12-10,PDF,HTML,Active Escribe portal,,,,,,,
LAMBTON SHORES M,LAMBTON SHORES,Lower,escribe,https://pub-lambtonshores.escribemeetings.com/,https://pub-lambtonshores.escribemeetings.com/,https://pub-lambtonshores.escribemeetings.com/,https://pub-lambtonshores.escribemeetings.com/,2025-11-26,,,PDF,HTML,Active Escribe portal,,,,,,,
LANARK HIGHLANDS TP,LANARK HIGHLANDS,Lower,custom_html_pdf,https://www.lanarkhighlands.ca/lh-town-hall/agendas-minutes/,https://pub-lanarkhighlands.escribemeetings.com/,https://www.lanarkhighlands.ca/lh-town-hall/agendas-minutes/,https://pub-lanarkhighlands.escribemeetings.com/FileStream.ashx?DocumentId=14808,2026-06-08,,,PDF,PDF,Manual PDF uploads,,,,,,,
LARDER LAKE TP,LARDER LAKE,Lower,custom_html_pdf,https://www.larderlake.ca/government/meetings-and-agendas/,https://www.larderlake.ca/events,https://www.larderlake.ca/government/meetings-and-agendas/,https://www.larderlake.ca/wp-content/uploads/2022/03/Delegation-Request-Form.pdf,2026-05-28,,,PDF,PDF,Manual PDF repository,,,,,,,
LASALLE TP,LASALLE,Lower,escribe,https://pub-lasalle.escribemeetings.com/,https://pub-lasalle.escribemeetings.com/,https://pub-lasalle.escribemeetings.com/,https://pub-lasalle.escribemeetings.com/FileStream.ashx?DocumentId=28177,2026-06-01,https://pub-lasalle.escribemeetings.com/FileStream.ashx?DocumentId=18620,2025-12-10,PDF,HTML,Active Escribe portal,,,,,,,
LATCHFORD TP,LATCHFORD,Lower,custom_html_pdf,https://www.latchford.ca/,https://www.latchford.ca/town-information/,https://www.latchford.ca/,http://www.latchford.ca/budget.pdf,2026-05-28,,,PDF,PDF,WordPress; Manual uploads on homepage/news feed,,,,,,,
LAURENTIAN HILLS TP,LAURENTIAN HILLS,Lower,custom_html_pdf,https://www.laurentianhills.ca/council/minutes-agendas/,https://laurentianhills.civicweb.net/Portal/,https://www.laurentianhills.ca/council/minutes-agendas/,https://laurentianhills.civicweb.net/Portal/,2025-11-19,,,PDF,PDF,Manual list,,,,,,,
LAURENTIAN VALLEY TP,LAURENTIAN VALLEY,Lower,custom_html_pdf,https://www.lvtownship.ca/en/lv-government-services/agendas-and-minutes.aspx,https://laurentianvalley.civicweb.net/Portal/,https://www.lvtownship.ca/en/lv-government-services/agendas-and-minutes.aspx,https://laurentianvalley.civicweb.net/Portal/,2025-11-18,,,PDF,PDF,Uses eSolutionsGroup calendar,,,,,,,
LEAMINGTON M,LEAMINGTON,Lower,escribe,https://events.leamington.ca/meetings,https://www.leamington.ca/en/discover/community-calendar.aspx?_mid_=5367,https://events.leamington.ca/meetings,https://www.leamington.ca/media/xhvmje3f/26may12_councilagenda.pdf,2026-05-13,https://events.leamington.ca/meetings/downloadfile?id=12350,2025-12-16,PDF,HTML,Custom calendar/Escribe hybrid,,,,,,,
LEEDS AND THE THOUSAND ISLANDS TP,LEEDS AND THE THOUSAND ISLANDS,Lower,escribe,https://pub-leeds1000islands.escribemeetings.com/,https://pub-leeds1000islands.escribemeetings.com/,https://pub-leeds1000islands.escribemeetings.com/,https://pub-leeds1000islands.escribemeetings.com/FileStream.ashx?DocumentId=12658,2026-06-01,https://pub-leeds1000islands.escribemeetings.com/Meeting.aspx?Id=60959e33-fb09-4c6e-8ad9-c09d1318b3d9&Agenda=Agenda&lang=English,2025-10-14,PDF,HTML,Active Escribe portal,,,,,,,
LIMERICK TP,LIMERICK,Lower,custom_html_pdf,https://limerick.ca/businesses-government/council/minutes/,https://limerick.civicweb.net/Portal/,https://limerick.ca/businesses-government/council/,https://limerick.civicweb.net/Portal/,2024-12-16,,,PDF,PDF,Manual PDF uploads,,,,,,,
LINCOLN TP,LINCOLN,Lower,custom_html_pdf,https://www.lincoln.ca/meetings,https://pub-lincolncity.escribemeetings.com/,https://www.lincoln.ca/meetings,https://pub-lincolncity.escribemeetings.com/FileStream.ashx?DocumentId=3913,2026-05-28,,,PDF,PDF,Uses eSolutionsGroup calendar,,,,,,,
